race_id,race_venue,racenum,year,monthday,frame_number,horse_number,style
202342092201,浦和,1,2023,922,1,1,差し
202342092201,浦和,1,2023,922,2,2,差し
202342092201,浦和,1,2023,922,3,3,追込
202342092201,浦和,1,2023,922,4,4,差し
202342092201,浦和,1,2023,922,5,5,差し
202342092201,浦和,1,2023,922,6,6,追込
202342092201,浦和,1,2023,922,6,7,差し
202342092201,浦和,1,2023,922,7,8,差し
202342092201,浦和,1,2023,922,7,9,差し
202342092201,浦和,1,2023,922,8,10,差し
202342092201,浦和,1,2023,922,8,11,差し
202342092202,浦和,2,2023,922,1,1,追込
202342092202,浦和,2,2023,922,2,2,先行
202342092202,浦和,2,2023,922,3,3,先行
202342092202,浦和,2,2023,922,4,4,差し
202342092202,浦和,2,2023,922,5,5,差し
202342092202,浦和,2,2023,922,6,6,差し
202342092202,浦和,2,2023,922,7,7,追込
202342092202,浦和,2,2023,922,8,8,追込
202342092202,浦和,2,2023,922,8,9,差し
202342092203,浦和,3,2023,922,1,1,差し
202342092203,浦和,3,2023,922,2,2,差し
202342092203,浦和,3,2023,922,3,3,追込
202342092203,浦和,3,2023,922,4,4,差し
202342092203,浦和,3,2023,922,5,5,差し
202342092203,浦和,3,2023,922,6,6,差し
202342092203,浦和,3,2023,922,7,7,差し
202342092203,浦和,3,2023,922,8,8,差し
202342092203,浦和,3,2023,922,8,9,差し
202342092204,浦和,4,2023,922,1,1,差し
202342092204,浦和,4,2023,922,2,2,追込
202342092204,浦和,4,2023,922,3,3,先行
202342092204,浦和,4,2023,922,4,4,差し
202342092204,浦和,4,2023,922,5,5,差し
202342092204,浦和,4,2023,922,5,6,差し
202342092204,浦和,4,2023,922,6,7,差し
202342092204,浦和,4,2023,922,6,8,差し
202342092204,浦和,4,2023,922,7,9,差し
202342092204,浦和,4,2023,922,7,10,先行
202342092204,浦和,4,2023,922,8,11,先行
202342092204,浦和,4,2023,922,8,12,先行
202342092205,浦和,5,2023,922,1,1,差し
202342092205,浦和,5,2023,922,2,2,差し
202342092205,浦和,5,2023,922,3,3,差し
202342092205,浦和,5,2023,922,4,4,追込
202342092205,浦和,5,2023,922,5,5,差し
202342092205,浦和,5,2023,922,6,6,差し
202342092205,浦和,5,2023,922,6,7,差し
202342092205,浦和,5,2023,922,7,8,差し
202342092205,浦和,5,2023,922,7,9,追込
202342092205,浦和,5,2023,922,8,10,差し
202342092205,浦和,5,2023,922,8,11,差し
202342092206,浦和,6,2023,922,1,1,追込
202342092206,浦和,6,2023,922,2,2,差し
202342092206,浦和,6,2023,922,3,3,追込
202342092206,浦和,6,2023,922,4,4,先行
202342092206,浦和,6,2023,922,5,5,追込
202342092206,浦和,6,2023,922,6,6,差し
202342092206,浦和,6,2023,922,7,7,先行
202342092206,浦和,6,2023,922,7,8,差し
202342092206,浦和,6,2023,922,8,9,差し
202342092206,浦和,6,2023,922,8,10,追込
202342092207,浦和,7,2023,922,1,1,差し
202342092207,浦和,7,2023,922,2,2,追込
202342092207,浦和,7,2023,922,3,3,差し
202342092207,浦和,7,2023,922,4,4,差し
202342092207,浦和,7,2023,922,5,5,差し
202342092207,浦和,7,2023,922,6,6,差し
202342092207,浦和,7,2023,922,7,7,差し
202342092207,浦和,7,2023,922,7,8,逃げ
202342092207,浦和,7,2023,922,8,9,差し
202342092207,浦和,7,2023,922,8,10,差し
202342092208,浦和,8,2023,922,1,1,差し
202342092208,浦和,8,2023,922,2,2,差し
202342092208,浦和,8,2023,922,3,3,差し
202342092208,浦和,8,2023,922,4,4,差し
202342092208,浦和,8,2023,922,5,5,追込
202342092208,浦和,8,2023,922,6,6,差し
202342092208,浦和,8,2023,922,6,7,差し
202342092208,浦和,8,2023,922,7,8,逃げ
202342092208,浦和,8,2023,922,7,9,逃げ
202342092208,浦和,8,2023,922,8,10,追込
202342092208,浦和,8,2023,922,8,11,差し
202342092209,浦和,9,2023,922,1,1,差し
202342092209,浦和,9,2023,922,2,2,差し
202342092209,浦和,9,2023,922,3,3,追込
202342092209,浦和,9,2023,922,4,4,差し
202342092209,浦和,9,2023,922,5,5,差し
202342092209,浦和,9,2023,922,6,6,差し
202342092209,浦和,9,2023,922,7,7,差し
202342092209,浦和,9,2023,922,8,8,先行
202342092209,浦和,9,2023,922,8,9,逃げ
202342092210,浦和,10,2023,922,1,1,差し
202342092210,浦和,10,2023,922,2,2,差し
202342092210,浦和,10,2023,922,3,3,追込
202342092210,浦和,10,2023,922,4,4,差し
202342092210,浦和,10,2023,922,5,5,先行
202342092210,浦和,10,2023,922,6,6,差し
202342092210,浦和,10,2023,922,7,7,差し
202342092210,浦和,10,2023,922,7,8,差し
202342092210,浦和,10,2023,922,8,9,差し
202342092210,浦和,10,2023,922,8,10,差し
202342092211,浦和,11,2023,922,1,1,差し
202342092211,浦和,11,2023,922,2,2,追込
202342092211,浦和,11,2023,922,3,3,差し
202342092211,浦和,11,2023,922,4,4,差し
202342092211,浦和,11,2023,922,5,5,追込
202342092211,浦和,11,2023,922,6,6,差し
202342092211,浦和,11,2023,922,7,7,先行
202342092211,浦和,11,2023,922,7,8,追込
202342092211,浦和,11,2023,922,8,9,差し
202342092211,浦和,11,2023,922,8,10,差し
202342092212,浦和,12,2023,922,1,1,追込
202342092212,浦和,12,2023,922,2,2,差し
202342092212,浦和,12,2023,922,3,3,差し
202342092212,浦和,12,2023,922,4,4,追込
202342092212,浦和,12,2023,922,5,5,差し
202342092212,浦和,12,2023,922,6,6,差し
202342092212,浦和,12,2023,922,7,7,差し
202342092212,浦和,12,2023,922,8,8,追込
202344092201,大井,1,2023,922,1,1,差し
202344092201,大井,1,2023,922,2,2,追込
202344092201,大井,1,2023,922,3,3,先行
202344092201,大井,1,2023,922,3,4,差し
202344092201,大井,1,2023,922,4,5,差し
202344092201,大井,1,2023,922,4,6,逃げ
202344092201,大井,1,2023,922,5,7,差し
202344092201,大井,1,2023,922,5,8,差し
202344092201,大井,1,2023,922,6,9,差し
202344092201,大井,1,2023,922,6,10,差し
202344092201,大井,1,2023,922,7,11,差し
202344092201,大井,1,2023,922,7,12,追込
202344092201,大井,1,2023,922,8,13,追込
202344092201,大井,1,2023,922,8,14,差し
202344092202,大井,2,2023,922,1,1,先行
202344092202,大井,2,2023,922,2,2,追込
202344092202,大井,2,2023,922,3,3,差し
202344092202,大井,2,2023,922,4,4,差し
202344092202,大井,2,2023,922,5,5,差し
202344092202,大井,2,2023,922,6,6,差し
202344092202,大井,2,2023,922,6,7,追込
202344092202,大井,2,2023,922,7,8,差し
202344092202,大井,2,2023,922,7,9,差し
202344092202,大井,2,2023,922,8,10,差し
202344092202,大井,2,2023,922,8,11,逃げ
202344092203,大井,3,2023,922,1,1,追込
202344092203,大井,3,2023,922,2,2,先行
202344092203,大井,3,2023,922,3,3,先行
202344092203,大井,3,2023,922,3,4,差し
202344092203,大井,3,2023,922,4,5,逃げ
202344092203,大井,3,2023,922,4,6,差し
202344092203,大井,3,2023,922,5,7,差し
202344092203,大井,3,2023,922,5,8,先行
202344092203,大井,3,2023,922,6,9,逃げ
202344092203,大井,3,2023,922,6,10,差し
202344092203,大井,3,2023,922,7,11,先行
202344092203,大井,3,2023,922,7,12,差し
202344092203,大井,3,2023,922,8,13,逃げ
202344092203,大井,3,2023,922,8,14,差し
202344092204,大井,4,2023,922,1,1,先行
202344092204,大井,4,2023,922,2,2,先行
202344092204,大井,4,2023,922,3,3,差し
202344092204,大井,4,2023,922,4,4,差し
202344092204,大井,4,2023,922,5,5,差し
202344092204,大井,4,2023,922,6,6,差し
202344092204,大井,4,2023,922,7,7,先行
202344092205,大井,5,2023,922,1,1,先行
202344092205,大井,5,2023,922,2,2,差し
202344092205,大井,5,2023,922,3,3,差し
202344092205,大井,5,2023,922,4,4,追込
202344092205,大井,5,2023,922,5,5,差し
202344092205,大井,5,2023,922,6,6,差し
202344092205,大井,5,2023,922,6,7,差し
202344092205,大井,5,2023,922,7,8,差し
202344092205,大井,5,2023,922,7,9,先行
202344092205,大井,5,2023,922,8,10,先行
202344092205,大井,5,2023,922,8,11,差し
202344092206,大井,6,2023,922,1,1,先行
202344092206,大井,6,2023,922,2,2,先行
202344092206,大井,6,2023,922,3,3,差し
202344092206,大井,6,2023,922,4,4,先行
202344092206,大井,6,2023,922,5,5,差し
202344092206,大井,6,2023,922,6,6,差し
202344092206,大井,6,2023,922,7,7,差し
202344092206,大井,6,2023,922,7,8,先行
202344092206,大井,6,2023,922,8,9,先行
202344092206,大井,6,2023,922,8,10,差し
202344092207,大井,7,2023,922,1,1,追込
202344092207,大井,7,2023,922,2,2,差し
202344092207,大井,7,2023,922,3,3,差し
202344092207,大井,7,2023,922,4,4,追込
202344092207,大井,7,2023,922,5,5,差し
202344092207,大井,7,2023,922,6,6,追込
202344092207,大井,7,2023,922,6,7,差し
202344092207,大井,7,2023,922,7,8,差し
202344092207,大井,7,2023,922,7,9,差し
202344092207,大井,7,2023,922,8,10,先行
202344092207,大井,7,2023,922,8,11,差し
202344092208,大井,8,2023,922,1,1,差し
202344092208,大井,8,2023,922,2,2,追込
202344092208,大井,8,2023,922,3,3,差し
202344092208,大井,8,2023,922,4,4,先行
202344092208,大井,8,2023,922,5,5,差し
202344092208,大井,8,2023,922,6,6,追込
202344092208,大井,8,2023,922,7,7,差し
202344092208,大井,8,2023,922,8,8,差し
202344092209,大井,9,2023,922,1,1,差し
202344092209,大井,9,2023,922,2,2,差し
202344092209,大井,9,2023,922,3,3,差し
202344092209,大井,9,2023,922,4,4,差し
202344092209,大井,9,2023,922,5,5,差し
202344092209,大井,9,2023,922,5,6,差し
